id,medicine,therapeutic_category,subcategory,list_type,dosage_forms,text
eml-72728b34a1fa,sevoflurane,"1. ANAESTHETICS, PREOPERATIVE MEDICINES AND MEDICAL GASES",1.1.1 Inhalational medicines,core,Inhalation.,"sevoflurane is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 1. ANAESTHETICS, PREOPERATIVE MEDICINES AND MEDICAL GASES; 1.1.1 Inhalational medicines. Listing: core. Available dosage forms/strengths: Inhalation."
eml-85fc2f177ae7,silver diamine fluoride,30. DENTAL MEDICINES AND PREPARATIONS,,core,Solution:38%w/v.,"silver diamine fluoride is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: Solution:38%w/v."
eml-b3b4997a2c70,silver sulfadiazine,7. ANTIMIGRAINE MEDICINES,13.2 Anti-Infective medicines,core,Cream:1%。>2 months。,"silver sulfadiazine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 13.2 Anti-Infective medicines. Listing: core. Available dosage forms/strengths: Cream:1%。>2 months。"
eml-f96a715445ca,silver sulfadiazine,30. DENTAL MEDICINES AND PREPARATIONS,,core,&gt;2months,"silver sulfadiazine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: &gt;2months"
eml-0d41d6b0ddad,sodium calcium edetate,3. ANTIALLERGICS AND MEDICINES USED IN ANAPHYLAXIS,4.2 Specific,complementary,Injection:200mg/mLIn5mLampoule.,"sodium calcium edetate is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 3. ANTIALLERGICS AND MEDICINES USED IN ANAPHYLAXIS; 4.2 Specific. Listing: complementary. Available dosage forms/strengths: Injection:200mg/mLIn5mLampoule."
eml-9187dfc4f58e,sodium chloride,"26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID-BASE DISTURBANCES",26.2 Perenteral,core,"Injectable solution:0.9% isotonic(equivalent to Na+154mmol/L,Cl-154mmol/L)","sodium chloride is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID-BASE DISTURBANCES; 26.2 Perenteral. Listing: core. Available dosage forms/strengths: Injectable solution:0.9% isotonic(equivalent to Na+154mmol/L,Cl-154mmol/L)"
eml-d178d11e2600,sodium hydrogen carbonate,"26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID-BASE DISTURBANCES",26.2 Perenteral,core,"Injectable solution:1.4% isotonic(equivalent to Na+167mmol/L,HCO3-167mmol/L)Solution:8.4% in 10mL ampoule(equivalent to Na+1000mmol/L,HCO3-1000mmol/L)","sodium hydrogen carbonate is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID-BASE DISTURBANCES; 26.2 Perenteral. Listing: core. Available dosage forms/strengths: Injectable solution:1.4% isotonic(equivalent to Na+167mmol/L,HCO3-167mmol/L)Solution:8.4% in 10mL ampoule(equivalent to Na+1000mmol/L,HCO3-1000mmol/L)"
eml-43e8903c282c,"sodium lactate, compound solution","26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID-BASE DISTURBANCES",26.2 Perenteral,core,Injectable solution.,"sodium lactate, compound solution is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID-BASE DISTURBANCES; 26.2 Perenteral. Listing: core. Available dosage forms/strengths: Injectable solution."
eml-dfa62fae5a82,sodium nitrite,3. ANTIALLERGICS AND MEDICINES USED IN ANAPHYLAXIS,4.2 Specific,core,Injection:30mg/mLin10mLampoule.,"sodium nitrite is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 3. ANTIALLERGICS AND MEDICINES USED IN ANAPHYLAXIS; 4.2 Specific. Listing: core. Available dosage forms/strengths: Injection:30mg/mLin10mLampoule."
eml-0a5aa63fd8a8,sodium nitroprusside,7. ANTIMIGRAINE MEDICINES,8.2.1 Cytotoxic medicines,complementary,Powder for infusion:50mg in ampoule.,"sodium nitroprusside is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 8.2.1 Cytotoxic medicines. Listing: complementary. Available dosage forms/strengths: Powder for infusion:50mg in ampoule."
eml-cd5e12f7f993,sodium thiosulfate,3. ANTIALLERGICS AND MEDICINES USED IN ANAPHYLAXIS,4.2 Specific,core,Injection:250mg/mLin50mLampoule.,"sodium thiosulfate is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 3. ANTIALLERGICS AND MEDICINES USED IN ANAPHYLAXIS; 4.2 Specific. Listing: core. Available dosage forms/strengths: Injection:250mg/mLin50mLampoule."
eml-5c3646622fd1,sodium thiosulfate,7. ANTIMIGRAINE MEDICINES,12.6 Lipid-lowering agents,core,Solution:15%,"sodium thiosulfate is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 12.6 Lipid-lowering agents. Listing: core. Available dosage forms/strengths: Solution:15%"
eml-8710a1dffe22,Solid oral dosage form,30. DENTAL MEDICINES AND PREPARATIONS,,core,"Refers to tablets or capsules or other solid dosage forms such as ‘melts’ that are immediate-release preparations. It implies that there is no difference in clinical efficacy or safety between the available dosage forms, and countries should therefore choose the form(s) to be listed depending on quality and availability.The term ‘solid oral dosage form’ is never intended to allow any type of modified-release tablet.","Solid oral dosage form is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: Refers to tablets or capsules or other solid dosage forms such as ‘melts’ that are immediate-release preparations. It implies that there is no difference in clinical efficacy or safety between the available dosage forms, and countries should therefore choose the form(s) to be listed depending on quality and availability.The term ‘solid oral dosage form’ is never intended to allow any type of modified-release tablet."
eml-1fdfa831edcc,spironolactone,7. ANTIMIGRAINE MEDICINES,12.4 Medicines used in heart failure,core,Tablet: 25 mg.,"spironolactone is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 12.4 Medicines used in heart failure. Listing: core. Available dosage forms/strengths: Tablet: 25 mg."
eml-730284969250,spironolactone,16. DIURETICS,,core,Tablet:25mg.,"spironolactone is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 16. DIURETICS. Listing: core. Available dosage forms/strengths: Tablet:25mg."
eml-bc385bf27c0f,spironolactone,16. DIURETICS,,complementary,Oral liquid:5mg/5mL;10mg/5mL;25mg/5mL. Tablet:25mg.,"spironolactone is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 16. DIURETICS. Listing: complementary. Available dosage forms/strengths: Oral liquid:5mg/5mL;10mg/5mL;25mg/5mL. Tablet:25mg."
eml-9585c02ab2fd,streptokinase,7. ANTIMIGRAINE MEDICINES,12.5.2 Thrombolytic medicines,complementary,Powder for injection: 1.5 million IU in vial.,"streptokinase is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 12.5.2 Thrombolytic medicines. Listing: complementary. Available dosage forms/strengths: Powder for injection: 1.5 million IU in vial."
eml-6c3a97776851,succimer,3. ANTIALLERGICS AND MEDICINES USED IN ANAPHYLAXIS,4.2 Specific,complementary,Solid oral dosage form:100mg.,"succimer is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 3. ANTIALLERGICS AND MEDICINES USED IN ANAPHYLAXIS; 4.2 Specific. Listing: complementary. Available dosage forms/strengths: Solid oral dosage form:100mg."
eml-22fc4f63a44b,suffasalazine,16. DIURETICS,17.3 Anti-Inflammatory medicines,core,Retention enema.Suppository:500mg.Tablet:500mg.,"suffasalazine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 16. DIURETICS; 17.3 Anti-Inflammatory medicines. Listing: core. Available dosage forms/strengths: Retention enema.Suppository:500mg.Tablet:500mg."
eml-38bd36f55a0b,sulfadiazine,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,6.5.4 Antipneumocystosis and antifloquemiasis medicines,core,Tablet:500mg.,"sulfadiazine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 6.5.4 Antipneumocystosis and antifloquemiasis medicines. Listing: core. Available dosage forms/strengths: Tablet:500mg."
eml-7f6da5f24dde,sulfadoxine+pyrimethamine,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,5.3 Medicines for parkinsonism,core,Tablet: 500 mg+25 mg. *Only in combination with artesunate 50 mg.,"sulfadoxine+pyrimethamine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 5.3 Medicines for parkinsonism. Listing: core. Available dosage forms/strengths: Tablet: 500 mg+25 mg. *Only in combination with artesunate 50 mg."
eml-07316a1a37d3,sulfadoxine+pyrimethamine,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,5.3 Medicines for parkinsonism,core,Tablet:250mg+12.5mg[c];500mg+25mg.,"sulfadoxine+pyrimethamine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 5.3 Medicines for parkinsonism. Listing: core. Available dosage forms/strengths: Tablet:250mg+12.5mg[c];500mg+25mg."
eml-31f72f0cb583,sulfamethoxazole+trimethoprim,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,6.5.4 Antipneumocystosis and antifloquemiasis medicines,core,Injection:80mg+16mg/mLIn5mLampoule;80mg+16mg/mLIn10mLampoule.Oral liquid:200mg+40mg/5mL[c].Tablet:100mg+20mg;400mg+80mg[c];800mg+160mg.Tablet(dispersible):100mg+20mg[c].,"sulfamethoxazole+trimethoprim is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 6.5.4 Antipneumocystosis and antifloquemiasis medicines. Listing: core. Available dosage forms/strengths: Injection:80mg+16mg/mLIn5mLampoule;80mg+16mg/mLIn10mLampoule.Oral liquid:200mg+40mg/5mL[c].Tablet:100mg+20mg;400mg+80mg[c];800mg+160mg.Tablet(dispersible):100mg+20mg[c]."
eml-300dba9c86af,sulfasalazine,29. MEDICINES FOR DISEASES OF JOINTS,29.2 Disease-modifying anti-rheumatic drugs(DMARDs),complementary,Tablet:500mg.,"sulfasalazine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 29. MEDICINES FOR DISEASES OF JOINTS; 29.2 Disease-modifying anti-rheumatic drugs(DMARDs). Listing: complementary. Available dosage forms/strengths: Tablet:500mg."
eml-c2d74f6b8139,sumatriptan,7. ANTIMIGRAINE MEDICINES,7.1 For treatment of acute attack,core,Tablet:50mg,"sumatriptan is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 7.1 For treatment of acute attack. Listing: core. Available dosage forms/strengths: Tablet:50mg"
eml-c5aaa1ece337,suramin sodium,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,6.5.5 Antitrypanosomal medicines,core,Powder for injection:1g in vial.*To be used for the treatment ofthe initial phase ofTrypanosoma brucei rhodesienseinfection.,"suramin sodium is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 6.5.5 Antitrypanosomal medicines. Listing: core. Available dosage forms/strengths: Powder for injection:1g in vial.*To be used for the treatment ofthe initial phase ofTrypanosoma brucei rhodesienseinfection."
eml-a7d28a4f057e,surfactant,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,22.6 Medicines administered to the neonate[c],complementary,Suspension for intratracheal instillation:25mg/mLor80mg/mL,"surfactant is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE; 22.6 Medicines administered to the neonate[c]. Listing: complementary. Available dosage forms/strengths: Suspension for intratracheal instillation:25mg/mLor80mg/mL"
eml-984fe4e6e59a,suxamethonium,20. MUSCLE RELAXANTS (PERIPHERALLY-ACTING) AND CHOLINESTERASE INHIBITORS,,core,"Injection:50mg/mL(chloride)in2mLampoule. Powder for injection:(chloride),in vial.","suxamethonium is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 20. MUSCLE RELAXANTS (PERIPHERALLY-ACTING) AND CHOLINESTERASE INHIBITORS. Listing: core. Available dosage forms/strengths: Injection:50mg/mL(chloride)in2mLampoule. Powder for injection:(chloride),in vial."
eml-b9d0b306eaa9,Tablets,30. DENTAL MEDICINES AND PREPARATIONS,,core,Refers to: uncoated or coated (film-coated or sugar-coated) tablets that are intended to be swallowed whole; unscored and scored; tablets that are intended to be chewed before being swallowed; tablets that are intended to be dispersed or dissolved in water or another suitable liquid before being swallowed; tablets that are intended to be crushed before being swallowed.The term ‘tablet’ without qualification is never intended to allow any type of modified-release tablet.,"Tablets is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: Refers to: uncoated or coated (film-coated or sugar-coated) tablets that are intended to be swallowed whole; unscored and scored; tablets that are intended to be chewed before being swallowed; tablets that are intended to be dispersed or dissolved in water or another suitable liquid before being swallowed; tablets that are intended to be crushed before being swallowed.The term ‘tablet’ without qualification is never intended to allow any type of modified-release tablet."
eml-a6a1d55581f1,Tablets (qualified),30. DENTAL MEDICINES AND PREPARATIONS,,core,"Refers to a specific type of tablet:chewable - tablets that are intended to be chewed before being swallowed;dispersible - tablets that are intended to be dispersed in water or another suitable liquid before being swallowed;soluble - tablets that are intended to be dissolved in water or another suitable liquid before being swallowed;crusheable - tablets that are intended to be crushed before being swallowed;scored - tablets bearing a break mark or marks where sub-division is intended in order to provide doses of less than one tablet;sublingual - tablets that are intended to be placed beneath the tongue.The term ‘tablet’ is always qualified with an additional term (in parentheses) in entries where one of the following types of tablet is intended:gastro-resistant (such tablets may sometimes be described as enteric-coated or as delayed-release),prolonged-release or another modified-release form.","Tablets (qualified) is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: Refers to a specific type of tablet:chewable - tablets that are intended to be chewed before being swallowed;dispersible - tablets that are intended to be dispersed in water or another suitable liquid before being swallowed;soluble - tablets that are intended to be dissolved in water or another suitable liquid before being swallowed;crusheable - tablets that are intended to be crushed before being swallowed;scored - tablets bearing a break mark or marks where sub-division is intended in order to provide doses of less than one tablet;sublingual - tablets that are intended to be placed beneath the tongue.The term ‘tablet’ is always qualified with an additional term (in parentheses) in entries where one of the following types of tablet is intended:gastro-resistant (such tablets may sometimes be described as enteric-coated or as delayed-release),prolonged-release or another modified-release form."
eml-9a71236d67fb,tacrolimus,7. ANTIMIGRAINE MEDICINES,8.1 Immunomodulators for non-malignant disease,complementary,Capsule(Immediate-release):0.5mg;0.75mg;1mg;2mg;5mg.Granules for oral suspension:0.2mg;1mg.Injection:5mg/mLin1mLvial.,"tacrolimus is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 8.1 Immunomodulators for non-malignant disease. Listing: complementary. Available dosage forms/strengths: Capsule(Immediate-release):0.5mg;0.75mg;1mg;2mg;5mg.Granules for oral suspension:0.2mg;1mg.Injection:5mg/mLin1mLvial."
eml-c6b205036a66,tbuprofen,2. MEDICINES FOR PAIN AND PALLIATIVE CARE,2.1 Non-opioids and non-steroidal anti-inflammatory medicines (NSAIMs),core,"Oral liquid: 100 mg/5 mL [c], 200 mg/5 mL.Tablet: 200 mg; 400 mg; 600 mg.Not in children less than 3 months.","tbuprofen is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 2. MEDICINES FOR PAIN AND PALLIATIVE CARE; 2.1 Non-opioids and non-steroidal anti-inflammatory medicines (NSAIMs). Listing: core. Available dosage forms/strengths: Oral liquid: 100 mg/5 mL [c], 200 mg/5 mL.Tablet: 200 mg; 400 mg; 600 mg.Not in children less than 3 months."
eml-e8b096e87103,terbinafine,7. ANTIMIGRAINE MEDICINES,12.6 Lipid-lowering agents,core,Cream or ointment:1%(hydrochloride).,"terbinafine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 12.6 Lipid-lowering agents. Listing: core. Available dosage forms/strengths: Cream or ointment:1%(hydrochloride)."
eml-7998dddc6551,Term,30. DENTAL MEDICINES AND PREPARATIONS,,core,Definition,"Term is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: Definition"
eml-fc68bde817a8,testosterone,18. MEDICINES FOR ENDOCRINE DISORDERS,18.2 Androgens,complementary,Injection: 200 mg (enanthate) in 1 mL ampoule.,"testosterone is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 18. MEDICINES FOR ENDOCRINE DISORDERS; 18.2 Androgens. Listing: complementary. Available dosage forms/strengths: Injection: 200 mg (enanthate) in 1 mL ampoule."
eml-cdcd95d0e6f7,tetracaine,30. DENTAL MEDICINES AND PREPARATIONS,,core,Not in preterm neonates,"tetracaine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: Not in preterm neonates"
eml-71035e4f296c,thiamine,27. VITAMINS AND MINERALS,,core,Tablet:50mg(hydrochloride).,"thiamine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 27. VITAMINS AND MINERALS. Listing: core. Available dosage forms/strengths: Tablet:50mg(hydrochloride)."
eml-1df07bc13355,timolol,21. OPHTHALMOLOGICAL PREPARATIONS,21.4 Miotics and antiglaucoma medicines,core,Solution(eye drops):0.25%;0.5%(as hydrogen maleate).,"timolol is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 21. OPHTHALMOLOGICAL PREPARATIONS; 21.4 Miotics and antiglaucoma medicines. Listing: core. Available dosage forms/strengths: Solution(eye drops):0.25%;0.5%(as hydrogen maleate)."
eml-27d84c3b3a51,To the eye,30. DENTAL MEDICINES AND PREPARATIONS,,core,"Eye drops, eye ointments.","To the eye is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: Eye drops, eye ointments."
eml-ecc9a0d09ae8,Topical,30. DENTAL MEDICINES AND PREPARATIONS,,core,"For liquids: lotions, paints. For semi-solids: cream, ointment.","Topical is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: For liquids: lotions, paints. For semi-solids: cream, ointment."
eml-583e01512d5f,tranexamic acid,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,22.5 Other medicines administered to the mother,core,Injection:100mg/mLin10mLampoule.,"tranexamic acid is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE; 22.5 Other medicines administered to the mother. Listing: core. Available dosage forms/strengths: Injection:100mg/mLin10mLampoule."
eml-5ee199f664c3,"tuberculin, purified protein derivative(PPD)",18. MEDICINES FOR ENDOCRINE DISORDERS,19.1 Diagnostic agents,core,Injection.,"tuberculin, purified protein derivative(PPD) is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 18. MEDICINES FOR ENDOCRINE DISORDERS; 19.1 Diagnostic agents. Listing: core. Available dosage forms/strengths: Injection."
eml-4c4719bea859,ulipristal,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,22.1.1 Oral hormonal contraceptives,core,Tablet: 30 mg (as acetate).,"ulipristal is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE; 22.1.1 Oral hormonal contraceptives. Listing: core. Available dosage forms/strengths: Tablet: 30 mg (as acetate)."
eml-57a43eb1c2f9,urea,7. ANTIMIGRAINE MEDICINES,13.4 Medicines affecting skin differentiation and proliferation,core,Cream or ointment:5%;10%。,"urea is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 13.4 Medicines affecting skin differentiation and proliferation. Listing: core. Available dosage forms/strengths: Cream or ointment:5%;10%。"
eml-b8afd517fe58,valproic acid (sodium valproate),5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,5.1 Antisezure medicines,core,Oral liquid: 200 mg/5 mL. Tablet (crushable): 100 mg. Tablet (entero-coated): 200 mg; 500 mg.,"valproic acid (sodium valproate) is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 5.1 Antisezure medicines. Listing: core. Available dosage forms/strengths: Oral liquid: 200 mg/5 mL. Tablet (crushable): 100 mg. Tablet (entero-coated): 200 mg; 500 mg."
eml-231cc5294dec,valproic acid(sodium valproate),5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,5.1 Antisezure medicines,complementary,"Injection:100mg/mL in 3mL,4mL,10mL ampoule.","valproic acid(sodium valproate) is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 5.1 Antisezure medicines. Listing: complementary. Available dosage forms/strengths: Injection:100mg/mL in 3mL,4mL,10mL ampoule."
eml-cc0bf57f0e1f,varenicline,24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS,24.5.2 Medicines for nicotine use disorders,core,"Tablet: 0.5 mg, 1 mg","varenicline is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 24. MEDICINES FOR MENTAL AND BEHAVIOURAL DISORDERS; 24.5.2 Medicines for nicotine use disorders. Listing: core. Available dosage forms/strengths: Tablet: 0.5 mg, 1 mg"
eml-e7875035284c,water for injection,"26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID-BASE DISTURBANCES",26.3 Miscellaneous,core,2mL;5mL;10mL ampoules.,"water for injection is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID-BASE DISTURBANCES; 26.3 Miscellaneous. Listing: core. Available dosage forms/strengths: 2mL;5mL;10mL ampoules."
eml-51677e12f271,xylometazoline,"28. EAR, NOSE AND THROAT MEDICINES",,core,Nasal spray:0.05%.Not in children less than3months.,"xylometazoline is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 28. EAR, NOSE AND THROAT MEDICINES. Listing: core. Available dosage forms/strengths: Nasal spray:0.05%.Not in children less than3months."
eml-6676ac77273c,xylometazoline,30. DENTAL MEDICINES AND PREPARATIONS,,core,&gt;3months,"xylometazoline is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: &gt;3months"
eml-f2ec01ef771c,zinc sulfate,16. DIURETICS,17.5.2 Medicines for diarrhoea,core,Solid oral dosage form: 20 mg. *In acute diarrhoea zinc sulfate should be used as an adjunct to oral rehydration salts.,"zinc sulfate is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 16. DIURETICS; 17.5.2 Medicines for diarrhoea. Listing: core. Available dosage forms/strengths: Solid oral dosage form: 20 mg. *In acute diarrhoea zinc sulfate should be used as an adjunct to oral rehydration salts."
eml-c6008b49ec85,□ amidotrizoate,14. DIAGNOSTIC AGENTS,14.2 Radiocontrast media,core,Injection:140mg to420mg iodine/mL(as sodium or meglumine salt)in20mLampoule.,"□ amidotrizoate is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 14. DIAGNOSTIC AGENTS; 14.2 Radiocontrast media. Listing: core. Available dosage forms/strengths: Injection:140mg to420mg iodine/mL(as sodium or meglumine salt)in20mLampoule."
eml-82d9ca612343,□ atracurium,20. MUSCLE RELAXANTS (PERIPHERALLY-ACTING) AND CHOLINESTERASE INHIBITORS,,core,Injection:10mg/mL(besylate),"□ atracurium is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 20. MUSCLE RELAXANTS (PERIPHERALLY-ACTING) AND CHOLINESTERASE INHIBITORS. Listing: core. Available dosage forms/strengths: Injection:10mg/mL(besylate)"
eml-772a93ad02e7,□ bisoprolol,7. ANTIMIGRAINE MEDICINES,12.4 Medicines used in heart failure,core,Tablet: 1.25 mg; 5 mg.,"□ bisoprolol is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 12.4 Medicines used in heart failure. Listing: core. Available dosage forms/strengths: Tablet: 1.25 mg; 5 mg."
eml-f2a2c73368e9,□ budesonide,25. MEDICINES ACTING ON THE RESPIRATORY TRACT,25.1 Antifastatic medicines and medicines for chronic obstructive pulmonary disease,core,Inhalation (aerosol): 100 micrograms per dose; 200 micrograms per dose.,"□ budesonide is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 25. MEDICINES ACTING ON THE RESPIRATORY TRACT; 25.1 Antifastatic medicines and medicines for chronic obstructive pulmonary disease. Listing: core. Available dosage forms/strengths: Inhalation (aerosol): 100 micrograms per dose; 200 micrograms per dose."
